dataset,trial,error_type,intensity,features,model,accuracy,f1_macro,f1_weighted
winequality-red.csv,7,NCAR,0.2,target,RF,0.61875,0.348323209882274,0.615124438914669
winequality-red.csv,7,NCAR,0.2,alcohol,RF,0.503125,0.2648788114467577,0.5418572511689501
winequality-red.csv,7,NCAR,0.2,target,LinearSVM,0.603125,0.22003253253253252,0.5461524024024025
winequality-red.csv,7,NCAR,0.2,alcohol,LinearSVM,0.584375,0.18438347161751417,0.534179125934445
winequality-red.csv,7,NCAR,0.2,target,KNN,0.453125,0.22012882447665058,0.44654589371980674
winequality-red.csv,7,NCAR,0.2,alcohol,KNN,0.40625,0.1854079522212258,0.43728937546051067
winequality-red.csv,7,NCAR,0.3,target,RF,0.5875,0.35002067136785514,0.5908590730202439
winequality-red.csv,7,NCAR,0.3,alcohol,RF,0.440625,0.2855849366588097,0.5340828899092411
winequality-red.csv,7,NCAR,0.3,target,LinearSVM,0.6,0.2262837222298777,0.5476324009002802
winequality-red.csv,7,NCAR,0.3,alcohol,LinearSVM,0.30625,0.13232237339380196,0.3854580026455027
winequality-red.csv,7,NCAR,0.3,target,KNN,0.440625,0.20548262949478754,0.43992178540810756
winequality-red.csv,7,NCAR,0.3,alcohol,KNN,0.328125,0.15921325051759833,0.384963768115942
winequality-red.csv,7,NCAR,0.5,target,RF,0.48125,0.25855163370447576,0.5081063746938923
winequality-red.csv,7,NCAR,0.5,alcohol,RF,0.084375,0.06194896524010448,0.14552039381153303
winequality-red.csv,7,NCAR,0.5,target,LinearSVM,0.6,0.24941678691678695,0.5670030663780664
winequality-red.csv,7,NCAR,0.5,alcohol,LinearSVM,0.0,0.0,0.0
winequality-red.csv,7,NCAR,0.5,target,KNN,0.3375,0.1847182987450163,0.3726480317755365
winequality-red.csv,7,NCAR,0.5,alcohol,KNN,0.1125,0.07183771416848583,0.1750645479551154
winequality-red.csv,7,NAR,0.1,target,RF,0.65625,0.37280246416663515,0.6491776350782492
winequality-red.csv,7,NAR,0.1,alcohol,RF,0.63125,0.2908376168201406,0.6351841956483824
winequality-red.csv,7,NAR,0.1,target,LinearSVM,0.60625,0.2217217217217217,0.5501876876876877
winequality-red.csv,7,NAR,0.1,alcohol,LinearSVM,0.6,0.22007459756576364,0.5460235571260306
winequality-red.csv,7,NAR,0.1,target,KNN,0.48125,0.19574728689633777,0.4715723164476394
winequality-red.csv,7,NAR,0.1,alcohol,KNN,0.5,0.17986291486291484,0.49543867243867246
winequality-red.csv,7,NAR,0.2,target,RF,0.653125,0.3237333921384861,0.6444582230736717
winequality-red.csv,7,NAR,0.2,alcohol,RF,0.525,0.24824747992325918,0.5648461518874589
winequality-red.csv,7,NAR,0.2,target,LinearSVM,0.6125,0.2229709370805599,0.5537349001561344
winequality-red.csv,7,NAR,0.2,alcohol,LinearSVM,0.6125,0.19805777699816882,0.5597326677643206
winequality-red.csv,7,NAR,0.2,target,KNN,0.4625,0.18360936124094018,0.46065226410621146
winequality-red.csv,7,NAR,0.2,alcohol,KNN,0.421875,0.16187684492648177,0.4484547187110201
winequality-red.csv,7,NAR,0.3,target,RF,0.58125,0.27842965268408165,0.5860404066256799
winequality-red.csv,7,NAR,0.3,alcohol,RF,0.3875,0.19217203452575793,0.4806556934864781
winequality-red.csv,7,NAR,0.3,target,LinearSVM,0.5875,0.2215145517496109,0.5362654386121892
winequality-red.csv,7,NAR,0.3,alcohol,LinearSVM,0.265625,0.10191777173980884,0.301766522005068
winequality-red.csv,7,NAR,0.3,target,KNN,0.446875,0.19492410667572463,0.4590402755386892
winequality-red.csv,7,NAR,0.3,alcohol,KNN,0.325,0.15739409400123688,0.40323090599876316
winequality-red.csv,7,NAR,0.5,target,RF,0.46875,0.24705900090942562,0.5213015147524962
winequality-red.csv,7,NAR,0.5,alcohol,RF,0.1,0.06979941401848096,0.1740117196303809
winequality-red.csv,7,NAR,0.5,target,LinearSVM,0.559375,0.2326767017124098,0.5317446066669803
winequality-red.csv,7,NAR,0.5,alcohol,LinearSVM,0.0,0.0,0.0
winequality-red.csv,7,NAR,0.5,target,KNN,0.2625,0.19641368576622312,0.32291554739976885
winequality-red.csv,7,NAR,0.5,alcohol,KNN,0.10625,0.051634709010561004,0.1714440865852745
winequality-red.csv,8,NNAR,0.1,target,RF,0.65625,0.3240795807702166,0.6435253267973856
winequality-red.csv,8,NNAR,0.1,alcohol,RF,0.634375,0.2717379933072554,0.6282999166524205
winequality-red.csv,8,NNAR,0.1,target,LinearSVM,0.5875,0.2129881551103416,0.529017231428807
winequality-red.csv,8,NNAR,0.1,alcohol,LinearSVM,0.578125,0.20936541637178582,0.5199929228591649
winequality-red.csv,8,NNAR,0.1,target,KNN,0.44375,0.19765054038151864,0.4267953363062059
winequality-red.csv,8,NNAR,0.1,alcohol,KNN,0.44375,0.17593076686624962,0.4322707007122458
winequality-red.csv,8,NNAR,0.2,target,RF,0.6125,0.32659327641558367,0.6033463536190435
winequality-red.csv,8,NNAR,0.2,alcohol,RF,0.515625,0.23983199375604441,0.5287387348510766
winequality-red.csv,8,NNAR,0.2,target,LinearSVM,0.56875,0.20421019309908198,0.5078513770180437
winequality-red.csv,8,NNAR,0.2,alcohol,LinearSVM,0.5625,0.20186516186516187,0.50201485001485
winequality-red.csv,8,NNAR,0.2,target,KNN,0.465625,0.21581227231329692,0.45046857923497263
winequality-red.csv,8,NNAR,0.2,alcohol,KNN,0.4125,0.17589315446458303,0.4293827006327007
winequality-red.csv,8,NNAR,0.3,target,RF,0.54375,0.2893196483986648,0.5555941583916066
winequality-red.csv,8,NNAR,0.3,alcohol,RF,0.33125,0.17295628056701046,0.41825164464356607
winequality-red.csv,8,NNAR,0.3,target,LinearSVM,0.5625,0.22310780229759142,0.520800589532554
winequality-red.csv,8,NNAR,0.3,alcohol,LinearSVM,0.28125,0.10758301158301158,0.31803243243243245
winequality-red.csv,8,NNAR,0.3,target,KNN,0.409375,0.20616038275961732,0.41973718182370445
winequality-red.csv,8,NNAR,0.3,alcohol,KNN,0.334375,0.15299539170506912,0.3905299539170507
winequality-red.csv,8,NNAR,0.5,target,RF,0.5125,0.2528932625681852,0.527406291463954
winequality-red.csv,8,NNAR,0.5,alcohol,RF,0.0875,0.05641619019278594,0.15157570488022615
winequality-red.csv,8,NNAR,0.5,target,LinearSVM,0.565625,0.21092947260262437,0.5115878771034412
winequality-red.csv,8,NNAR,0.5,alcohol,LinearSVM,0.0,0.0,0.0
winequality-red.csv,8,NNAR,0.5,target,KNN,0.371875,0.19571868838428896,0.3997598764574939
winequality-red.csv,8,NNAR,0.5,alcohol,KNN,0.146875,0.08445101712182457,0.2213411548194157
winequality-red.csv,8,NCAR,0.1,target,RF,0.659375,0.40941319580560087,0.6522464811032849
winequality-red.csv,8,NCAR,0.1,alcohol,RF,0.60625,0.33529722310210114,0.6110197246858832
winequality-red.csv,8,NCAR,0.1,target,LinearSVM,0.58125,0.21050150829562594,0.5229920814479638
winequality-red.csv,8,NCAR,0.1,alcohol,LinearSVM,0.584375,0.21127436517771092,0.5249949843630141
winequality-red.csv,8,NCAR,0.1,target,KNN,0.44375,0.20055015890447428,0.4293611141616333
winequality-red.csv,8,NCAR,0.1,alcohol,KNN,0.43125,0.16164591710810197,0.4156380384321561
winequality-red.csv,8,NCAR,0.2,target,RF,0.625,0.37689193654990083,0.6187195692883896
winequality-red.csv,8,NCAR,0.2,alcohol,RF,0.50625,0.21065804114374434,0.5304662440160435
winequality-red.csv,8,NCAR,0.2,target,LinearSVM,0.575,0.20816681010260582,0.5171722292302796
winequality-red.csv,8,NCAR,0.2,alcohol,LinearSVM,0.5625,0.1760170293282876,0.5099006622516556
winequality-red.csv,8,NCAR,0.2,target,KNN,0.46875,0.23241931083184875,0.4696127642158987
winequality-red.csv,8,NCAR,0.2,alcohol,KNN,0.415625,0.1771219710984006,0.44345109761958296
winequality-red.csv,8,NCAR,0.3,target,RF,0.575,0.3352181706482518,0.567601017170586
winequality-red.csv,8,NCAR,0.3,alcohol,RF,0.34375,0.22007958162547167,0.4268732320431504
winequality-red.csv,8,NCAR,0.3,target,LinearSVM,0.55625,0.2006108697021223,0.4988711505762328
winequality-red.csv,8,NCAR,0.3,alcohol,LinearSVM,0.340625,0.14304183211746238,0.41648351648351645
winequality-red.csv,8,NCAR,0.3,target,KNN,0.44375,0.20758071710413448,0.43793381369016976
winequality-red.csv,8,NCAR,0.3,alcohol,KNN,0.2875,0.13800607634421122,0.3427000090402571
winequality-red.csv,8,NCAR,0.5,target,RF,0.49375,0.25832694771435066,0.5224436909078842
winequality-red.csv,8,NCAR,0.5,alcohol,RF,0.08125,0.06942062539301434,0.1421768707482993
winequality-red.csv,8,NCAR,0.5,target,LinearSVM,0.559375,0.20498294131734648,0.5080762752788477
winequality-red.csv,8,NCAR,0.5,alcohol,LinearSVM,0.0,0.0,0.0
winequality-red.csv,8,NCAR,0.5,target,KNN,0.303125,0.17122028574515705,0.3381808334549662
winequality-red.csv,8,NCAR,0.5,alcohol,KNN,0.134375,0.10222617274231723,0.2042606004912301
winequality-red.csv,8,NAR,0.1,target,RF,0.6375,0.4049464608538451,0.6333107790988737
winequality-red.csv,8,NAR,0.1,alcohol,RF,0.6125,0.3353584546766365,0.6115731175390267
winequality-red.csv,8,NAR,0.1,target,LinearSVM,0.575,0.20769569872158197,0.5161911959191385
winequality-red.csv,8,NAR,0.1,alcohol,LinearSVM,0.575,0.20800176052878738,0.516935854662061
winequality-red.csv,8,NAR,0.1,target,KNN,0.421875,0.18122133885206115,0.4127500080081042
winequality-red.csv,8,NAR,0.1,alcohol,KNN,0.44375,0.16894854624667172,0.4388802110030481
winequality-red.csv,8,NAR,0.2,target,RF,0.625,0.322722063075171,0.6200529569257422
winequality-red.csv,8,NAR,0.2,alcohol,RF,0.521875,0.24876206198151285,0.5533500077872912
winequality-red.csv,8,NAR,0.2,target,LinearSVM,0.559375,0.20015111747395212,0.49778692436172756
winequality-red.csv,8,NAR,0.2,alcohol,LinearSVM,0.559375,0.19905273937532,0.49528609831029186
winequality-red.csv,8,NAR,0.2,target,KNN,0.390625,0.16390256948437845,0.39296647122696315
winequality-red.csv,8,NAR,0.2,alcohol,KNN,0.346875,0.13256498643839465,0.3762088894386837
winequality-red.csv,8,NAR,0.3,target,RF,0.6,0.29722817919737554,0.6018074828615657
winequality-red.csv,8,NAR,0.3,alcohol,RF,0.35625,0.23603232331317292,0.45839693525498965
winequality-red.csv,8,NAR,0.3,target,LinearSVM,0.55625,0.23792078787870782,0.5221384669994024
winequality-red.csv,8,NAR,0.3,alcohol,LinearSVM,0.278125,0.11545494991428043,0.3267316535971828
winequality-red.csv,8,NAR,0.3,target,KNN,0.39375,0.18039024857206676,0.41430645521554615
winequality-red.csv,8,NAR,0.3,alcohol,KNN,0.275,0.12468844062925277,0.33863797143821783
winequality-red.csv,8,NAR,0.5,target,RF,0.478125,0.22663135287833183,0.5184832587990552
winequality-red.csv,8,NAR,0.5,alcohol,RF,0.071875,0.049880436294159974,0.1287593791756604
winequality-red.csv,8,NAR,0.5,target,LinearSVM,0.553125,0.21414928373963307,0.4958632822317165
winequality-red.csv,8,NAR,0.5,alcohol,LinearSVM,0.0,0.0,0.0
winequality-red.csv,8,NAR,0.5,target,KNN,0.296875,0.15100179681239764,0.3508656290150042
winequality-red.csv,8,NAR,0.5,alcohol,KNN,0.096875,0.0581099149216269,0.15208489527561236
winequality-red.csv,9,NNAR,0.1,target,RF,0.684375,0.3555936787788518,0.6738837070648869
winequality-red.csv,9,NNAR,0.1,alcohol,RF,0.703125,0.2967877683650427,0.6936045916962368
winequality-red.csv,9,NNAR,0.1,target,LinearSVM,0.590625,0.2222492491222133,0.5388135073395659
winequality-red.csv,9,NNAR,0.1,alcohol,LinearSVM,0.5875,0.22120340743529152,0.5369511366250497
winequality-red.csv,9,NNAR,0.1,target,KNN,0.5125,0.24779817487266556,0.49436014431239395
winequality-red.csv,9,NNAR,0.1,alcohol,KNN,0.509375,0.21089059282806533,0.4970620392782485
winequality-red.csv,9,NNAR,0.2,target,RF,0.66875,0.319709903718816,0.6547104853430689
winequality-red.csv,9,NNAR,0.2,alcohol,RF,0.584375,0.27744968172414747,0.6147242954427994
winequality-red.csv,9,NNAR,0.2,target,LinearSVM,0.58125,0.2114667421989331,0.5251097578246707
winequality-red.csv,9,NNAR,0.2,alcohol,LinearSVM,0.56875,0.17732310605802573,0.5139168375375519
winequality-red.csv,9,NNAR,0.2,target,KNN,0.49375,0.24455170175451454,0.4881855013483113
winequality-red.csv,9,NNAR,0.2,alcohol,KNN,0.453125,0.20942225259498046,0.47489187811777506
winequality-red.csv,9,NNAR,0.3,target,RF,0.621875,0.3088524505194732,0.625522933964853
winequality-red.csv,9,NNAR,0.3,alcohol,RF,0.31875,0.18503592255930026,0.41850032732977593
winequality-red.csv,9,NNAR,0.3,target,LinearSVM,0.559375,0.223636262345415,0.5199998689660731
winequality-red.csv,9,NNAR,0.3,alcohol,LinearSVM,0.246875,0.0984544111186549,0.29016214705060106
winequality-red.csv,9,NNAR,0.3,target,KNN,0.440625,0.22285786012985584,0.45378915277319243
winequality-red.csv,9,NNAR,0.3,alcohol,KNN,0.2875,0.1642189600653883,0.34536006170137235
winequality-red.csv,9,NNAR,0.5,target,RF,0.475,0.24035965535452056,0.4928156656948704
winequality-red.csv,9,NNAR,0.5,alcohol,RF,0.103125,0.06567460317460318,0.17836805555555554
winequality-red.csv,9,NNAR,0.5,target,LinearSVM,0.559375,0.24236546519778465,0.5267928043767375
winequality-red.csv,9,NNAR,0.5,alcohol,LinearSVM,0.0,0.0,0.0
winequality-red.csv,9,NNAR,0.5,target,KNN,0.340625,0.21475207650929215,0.38032097824595706
winequality-red.csv,9,NNAR,0.5,alcohol,KNN,0.140625,0.14793650793650795,0.21153968253968256
winequality-red.csv,9,NCAR,0.1,target,RF,0.7,0.3376446350875575,0.687011254093446
winequality-red.csv,9,NCAR,0.1,alcohol,RF,0.64375,0.27033839176696317,0.645740231990232
winequality-red.csv,9,NCAR,0.1,target,LinearSVM,0.603125,0.22783478848387792,0.5529532829145354
winequality-red.csv,9,NCAR,0.1,alcohol,LinearSVM,0.6,0.219688394832263,0.5454039627789493
winequality-red.csv,9,NCAR,0.1,target,KNN,0.496875,0.2269426289034132,0.4780501089324618
winequality-red.csv,9,NCAR,0.1,alcohol,KNN,0.45625,0.1833297000975059,0.44603309793344925
winequality-red.csv,9,NCAR,0.2,target,RF,0.634375,0.32581445007923987,0.630446997156981
winequality-red.csv,9,NCAR,0.2,alcohol,RF,0.534375,0.22982018477661212,0.5675428194786367
winequality-red.csv,9,NCAR,0.2,target,LinearSVM,0.59375,0.22483037393682628,0.5454329858787441
winequality-red.csv,9,NCAR,0.2,alcohol,LinearSVM,0.59375,0.18712225602684968,0.5418477222805844
winequality-red.csv,9,NCAR,0.2,target,KNN,0.48125,0.22696455138315605,0.4696650894325313
winequality-red.csv,9,NCAR,0.2,alcohol,KNN,0.4125,0.182933895228204,0.43103980270157816
winequality-red.csv,9,NCAR,0.3,target,RF,0.578125,0.28542376922658613,0.5947130600651727
winequality-red.csv,9,NCAR,0.3,alcohol,RF,0.3375,0.1670359756263237,0.4329128377228545
winequality-red.csv,9,NCAR,0.3,target,LinearSVM,0.609375,0.22264653606207854,0.5526241117981581
winequality-red.csv,9,NCAR,0.3,alcohol,LinearSVM,0.3,0.11788098071535748,0.34679981373208457
winequality-red.csv,9,NCAR,0.3,target,KNN,0.446875,0.20812339602352406,0.45465208607013985
winequality-red.csv,9,NCAR,0.3,alcohol,KNN,0.296875,0.14240166311820093,0.3513023614530188
winequality-red.csv,9,NCAR,0.5,target,RF,0.534375,0.2946124459020553,0.5551428888357776
winequality-red.csv,9,NCAR,0.5,alcohol,RF,0.096875,0.09045404832357064,0.17023744523172096
winequality-red.csv,9,NCAR,0.5,target,LinearSVM,0.559375,0.20812390169347947,0.5072051119567634
winequality-red.csv,9,NCAR,0.5,alcohol,LinearSVM,0.0,0.0,0.0
winequality-red.csv,9,NCAR,0.5,target,KNN,0.340625,0.1736093623509624,0.3699361014831058
winequality-red.csv,9,NCAR,0.5,alcohol,KNN,0.13125,0.08497316186369598,0.2024477620035526
winequality-red.csv,9,NAR,0.1,target,RF,0.690625,0.28194531067808465,0.6775781576249952
winequality-red.csv,9,NAR,0.1,alcohol,RF,0.675,0.2427809960596214,0.6648286310814262
winequality-red.csv,9,NAR,0.1,target,LinearSVM,0.603125,0.22740519204143006,0.5513188185153262
winequality-red.csv,9,NAR,0.1,alcohol,LinearSVM,0.603125,0.21998776903197806,0.5461673669882228
winequality-red.csv,9,NAR,0.1,target,KNN,0.521875,0.2121008427163066,0.5048038028575424
winequality-red.csv,9,NAR,0.1,alcohol,KNN,0.5125,0.18614516319190272,0.49875028154738443
winequality-red.csv,9,NAR,0.2,target,RF,0.6625,0.28801845718167796,0.6584463808465721
winequality-red.csv,9,NAR,0.2,alcohol,RF,0.596875,0.25883405240450386,0.6456221280998983
winequality-red.csv,9,NAR,0.2,target,LinearSVM,0.584375,0.21118231054151568,0.5249490004079967
winequality-red.csv,9,NAR,0.2,alcohol,LinearSVM,0.575,0.17906798342450547,0.5193031261742851
winequality-red.csv,9,NAR,0.2,target,KNN,0.490625,0.21487649598248673,0.48855113033540454
winequality-red.csv,9,NAR,0.2,alcohol,KNN,0.41875,0.18498564751644753,0.4469807101934157
winequality-red.csv,9,NAR,0.3,target,RF,0.58125,0.32554210069561895,0.599570863492398
winequality-red.csv,9,NAR,0.3,alcohol,RF,0.334375,0.1602904700407929,0.4361515538199782
winequality-red.csv,9,NAR,0.3,target,LinearSVM,0.59375,0.21738491538684554,0.5397105956082973
winequality-red.csv,9,NAR,0.3,alcohol,LinearSVM,0.253125,0.1117940374504753,0.3277022039438996
winequality-red.csv,9,NAR,0.3,target,KNN,0.440625,0.28964598855234536,0.4612277649583271
winequality-red.csv,9,NAR,0.3,alcohol,KNN,0.309375,0.21129443156572975,0.3745451499565343
winequality-red.csv,9,NAR,0.5,target,RF,0.50625,0.25411026969169004,0.5547053380237816
winequality-red.csv,9,NAR,0.5,alcohol,RF,0.1125,0.08776282790087325,0.1926061131902807
winequality-red.csv,9,NAR,0.5,target,LinearSVM,0.58125,0.22551199003982064,0.5642845163734218
winequality-red.csv,9,NAR,0.5,alcohol,LinearSVM,0.0,0.0,0.0
winequality-red.csv,9,NAR,0.5,target,KNN,0.365625,0.2213714617520143,0.42554808552789913
winequality-red.csv,9,NAR,0.5,alcohol,KNN,0.140625,0.1293161028298151,0.2199746163833627
winequality-red.csv,10,NNAR,0.1,target,RF,0.7,0.33894269779984065,0.6845417172274315
winequality-red.csv,10,NNAR,0.1,alcohol,RF,0.6375,0.28837412228472875,0.6425542765521702
winequality-red.csv,10,NNAR,0.1,target,LinearSVM,0.578125,0.2183615006942533,0.5301872561848513
winequality-red.csv,10,NNAR,0.1,alcohol,LinearSVM,0.584375,0.232126438918008,0.5412988364744804
winequality-red.csv,10,NNAR,0.1,target,KNN,0.471875,0.213009506078813,0.4582169755437081
winequality-red.csv,10,NNAR,0.1,alcohol,KNN,0.453125,0.1796911432664468,0.4510943848195204
winequality-red.csv,10,NNAR,0.2,target,RF,0.65,0.32237145570478903,0.6434717134717134
winequality-red.csv,10,NNAR,0.2,alcohol,RF,0.503125,0.23358245673447905,0.5511613426536718
winequality-red.csv,10,NNAR,0.2,target,LinearSVM,0.58125,0.21281241562283557,0.5278876066820845
winequality-red.csv,10,NNAR,0.2,alcohol,LinearSVM,0.58125,0.18353492504314978,0.5312813026656222
winequality-red.csv,10,NNAR,0.2,target,KNN,0.48125,0.27885325603025674,0.476068855897316
winequality-red.csv,10,NNAR,0.2,alcohol,KNN,0.39375,0.21595605015157474,0.4269075019101076
winequality-red.csv,10,NNAR,0.3,target,RF,0.634375,0.3506333429139649,0.6329177365915903
winequality-red.csv,10,NNAR,0.3,alcohol,RF,0.36875,0.20214891428362564,0.4710413925288302
winequality-red.csv,10,NNAR,0.3,target,LinearSVM,0.5625,0.23528353927279297,0.5255515093273988
winequality-red.csv,10,NNAR,0.3,alcohol,LinearSVM,0.2375,0.11203231292517006,0.32436755952380947
winequality-red.csv,10,NNAR,0.3,target,KNN,0.46875,0.30287750275108055,0.4736253024290319
winequality-red.csv,10,NNAR,0.3,alcohol,KNN,0.2625,0.1768655109413578,0.32583202343189455
winequality-red.csv,10,NNAR,0.5,target,RF,0.453125,0.22386976023750363,0.4735656200587305
winequality-red.csv,10,NNAR,0.5,alcohol,RF,0.0875,0.06328097406822196,0.14984710474951202
winequality-red.csv,10,NNAR,0.5,target,LinearSVM,0.51875,0.2147683634857452,0.4922887576083065
winequality-red.csv,10,NNAR,0.5,alcohol,LinearSVM,0.0,0.0,0.0
winequality-red.csv,10,NNAR,0.5,target,KNN,0.38125,0.20297188299462135,0.4047156707683344
winequality-red.csv,10,NNAR,0.5,alcohol,KNN,0.121875,0.08425530871979517,0.1879017329753662
winequality-red.csv,10,NCAR,0.1,target,RF,0.703125,0.341436789182445,0.6883814180865744
winequality-red.csv,10,NCAR,0.1,alcohol,RF,0.68125,0.29082020804859404,0.6770767114193952
winequality-red.csv,10,NCAR,0.1,target,LinearSVM,0.571875,0.2082252112843709,0.5173211522437805
winequality-red.csv,10,NCAR,0.1,alcohol,LinearSVM,0.571875,0.2161689001971738,0.523587239667848
winequality-red.csv,10,NCAR,0.1,target,KNN,0.509375,0.25366437912473266,0.4991925649374047
winequality-red.csv,10,NCAR,0.1,alcohol,KNN,0.490625,0.21651571003279232,0.4907603047604737
winequality-red.csv,10,NCAR,0.2,target,RF,0.65,0.3327025021940276,0.6462269280065891
winequality-red.csv,10,NCAR,0.2,alcohol,RF,0.565625,0.2513546233885217,0.6094961062757674
winequality-red.csv,10,NCAR,0.2,target,LinearSVM,0.56875,0.20552979645676647,0.5109831102423209
winequality-red.csv,10,NCAR,0.2,alcohol,LinearSVM,0.55625,0.17440707879022316,0.5057031646640718
winequality-red.csv,10,NCAR,0.2,target,KNN,0.45,0.21490067953987466,0.44175051058812187
winequality-red.csv,10,NCAR,0.2,alcohol,KNN,0.38125,0.15252758980981979,0.3943101202247544
winequality-red.csv,10,NCAR,0.3,target,RF,0.5625,0.2931373929196724,0.5694702406091321
winequality-red.csv,10,NCAR,0.3,alcohol,RF,0.38125,0.20635614385614387,0.47112106643356644
winequality-red.csv,10,NCAR,0.3,target,LinearSVM,0.603125,0.2204684557438795,0.547090395480226
winequality-red.csv,10,NCAR,0.3,alcohol,LinearSVM,0.325,0.13362781009839833,0.3884741075917546
winequality-red.csv,10,NCAR,0.3,target,KNN,0.475,0.24769612427301813,0.48257566104828326
winequality-red.csv,10,NCAR,0.3,alcohol,KNN,0.328125,0.1675168359029818,0.3781648466983766
winequality-red.csv,10,NCAR,0.5,target,RF,0.484375,0.27941821356641827,0.5139075010169357
winequality-red.csv,10,NCAR,0.5,alcohol,RF,0.078125,0.06549722667622118,0.13577756704563906
winequality-red.csv,10,NCAR,0.5,target,LinearSVM,0.553125,0.20344827586206896,0.5048275862068966
winequality-red.csv,10,NCAR,0.5,alcohol,LinearSVM,0.0,0.0,0.0
winequality-red.csv,10,NCAR,0.5,target,KNN,0.4,0.21434085951279622,0.42569646046103565
winequality-red.csv,10,NCAR,0.5,alcohol,KNN,0.134375,0.09861448000095445,0.20755224895767083
winequality-red.csv,10,NAR,0.1,target,RF,0.684375,0.28326146271480424,0.6712911530388599
winequality-red.csv,10,NAR,0.1,alcohol,RF,0.653125,0.2404622255856461,0.6472524526961788
winequality-red.csv,10,NAR,0.1,target,LinearSVM,0.58125,0.2244984576714483,0.5315279278044471
winequality-red.csv,10,NAR,0.1,alcohol,LinearSVM,0.575,0.22735471198400672,0.5296993583612029
winequality-red.csv,10,NAR,0.1,target,KNN,0.496875,0.21011491765973597,0.4817474956480085
winequality-red.csv,10,NAR,0.1,alcohol,KNN,0.46875,0.1779551790582785,0.4614820032080848
winequality-red.csv,10,NAR,0.2,target,RF,0.6375,0.27750229646514474,0.6504681174089069
winequality-red.csv,10,NAR,0.2,alcohol,RF,0.55625,0.2269653943081935,0.597557087098162
winequality-red.csv,10,NAR,0.2,target,LinearSVM,0.5625,0.20488763162030488,0.5088920320603488
winequality-red.csv,10,NAR,0.2,alcohol,LinearSVM,0.5875,0.18883682521721937,0.5331628713663312
winequality-red.csv,10,NAR,0.2,target,KNN,0.465625,0.20967750159588755,0.4722499595579642
winequality-red.csv,10,NAR,0.2,alcohol,KNN,0.396875,0.16824428694743537,0.4274060129026395
winequality-red.csv,10,NAR,0.3,target,RF,0.63125,0.2744535750690309,0.6411228552296062
winequality-red.csv,10,NAR,0.3,alcohol,RF,0.378125,0.16672499838664573,0.47005711274119655
winequality-red.csv,10,NAR,0.3,target,LinearSVM,0.565625,0.20513943123101805,0.5095870311205773
winequality-red.csv,10,NAR,0.3,alcohol,LinearSVM,0.3375,0.13552581526437738,0.3938755749213266
winequality-red.csv,10,NAR,0.3,target,KNN,0.4,0.17823644609358893,0.42667579816017315
winequality-red.csv,10,NAR,0.3,alcohol,KNN,0.284375,0.1275861108864761,0.3424082903807493
winequality-red.csv,10,NAR,0.5,target,RF,0.459375,0.21878138893367627,0.5039017206878065
winequality-red.csv,10,NAR,0.5,alcohol,RF,0.0875,0.05589680986777458,0.15756471201751512
winequality-red.csv,10,NAR,0.5,target,LinearSVM,0.51875,0.21891559153727294,0.47406580237609
winequality-red.csv,10,NAR,0.5,alcohol,LinearSVM,0.0,0.0,0.0
winequality-red.csv,10,NAR,0.5,target,KNN,0.26875,0.1118817582575443,0.32086128629230654
winequality-red.csv,10,NAR,0.5,alcohol,KNN,0.1,0.06411931039881022,0.1647376814997456
winequality-red.csv,11,NNAR,0.1,target,RF,0.659375,0.3737241688130977,0.6507767397193357
winequality-red.csv,11,NNAR,0.1,alcohol,RF,0.634375,0.2823594319544416,0.6328265971584057
winequality-red.csv,11,NNAR,0.1,target,LinearSVM,0.565625,0.22734247171107236,0.5253888318734735
winequality-red.csv,11,NNAR,0.1,alcohol,LinearSVM,0.56875,0.22850797287657354,0.5283608598455015
winequality-red.csv,11,NNAR,0.1,target,KNN,0.471875,0.2230614757743535,0.4632696909812554
winequality-red.csv,11,NNAR,0.1,alcohol,KNN,0.465625,0.19009172143410033,0.4652121054506882
winequality-red.csv,11,NNAR,0.2,target,RF,0.640625,0.318336491635593,0.6341157772479981
winequality-red.csv,11,NNAR,0.2,alcohol,RF,0.553125,0.24347037427164847,0.5804636786883784
winequality-red.csv,11,NNAR,0.2,target,LinearSVM,0.559375,0.2049159354566962,0.5085217945841256
winequality-red.csv,11,NNAR,0.2,alcohol,LinearSVM,0.553125,0.17366661133113576,0.5028772499822136
winequality-red.csv,11,NNAR,0.2,target,KNN,0.471875,0.22296672643952978,0.46319157202630007
winequality-red.csv,11,NNAR,0.2,alcohol,KNN,0.384375,0.16572566948506798,0.40719426772058354
winequality-red.csv,11,NNAR,0.3,target,RF,0.60625,0.3231703286231588,0.6114564077432002
winequality-red.csv,11,NNAR,0.3,alcohol,RF,0.34375,0.20809184653324203,0.45059350779213736
winequality-red.csv,11,NNAR,0.3,target,LinearSVM,0.540625,0.19982950516663078,0.49577786275962615
winequality-red.csv,11,NNAR,0.3,alcohol,LinearSVM,0.2125,0.09707725303839523,0.2843744480423903
winequality-red.csv,11,NNAR,0.3,target,KNN,0.4375,0.2149083272678778,0.4473191088359628
winequality-red.csv,11,NNAR,0.3,alcohol,KNN,0.340625,0.1719283957714541,0.3915061549854683
winequality-red.csv,11,NNAR,0.5,target,RF,0.43125,0.22730019686964484,0.4482461604797933
winequality-red.csv,11,NNAR,0.5,alcohol,RF,0.075,0.05297103950299646,0.1301405666593455
